,TimeToExp,UnderlyingPrice,TargetPrice,OpenInterest,Delta,Gamma,Theta,Vega,BSAprox
25,510.0,150.67,36.44,59.0,-0.6396577735129149,0.004595308261152109,-6.995240426109271,1.9855175782335388,0.0
26,992.0,162.36,33.94,169.0,-0.16017271017291812,0.04452089766728406,-4.1293792087559344,19.355543889091354,0.0
27,365.0,187.09,29.12,762.0,-0.1534704440059078,0.00625689427382577,-6.708769011173029,14.975441079344431,0.0
28,465.0,53.34,69.06,1041.0,-0.18622194768883038,0.008545003602208293,-6.168614869532124,58.89277549843327,66.95
29,74.0,139.83,38.88,79.0,-0.18356782633834978,0.014356311670660992,-6.073991797308926,7.742753487693694,0.0
30,232.0,65.62,62.56,788.0,-0.1821303693364682,0.013285098563689575,-1.5664353519237166,18.427827431762466,54.49
31,375.0,133.69,40.28,95.0,-0.2276458617671392,0.03730144514418157,-10.717123426441342,22.570834423675784,0.0
32,625.0,173.07,31.75,72.0,-0.6742979086341252,0.0024141754530702412,-4.502531945549849,1.3355608959550382,0.0
33,83.0,54.85,68.5,51.0,-0.5203897534112346,0.02163240976336056,-11.026059896515743,6.587061481576409,65.2
34,750.0,130.19,41.0,130.0,-0.45641635490678667,0.05054277307187677,-0.6348428091306649,0.41974333659338037,0.05
35,526.0,182.38,30.05,47.0,-0.6214512863609056,0.021357374879781753,-1.8071027006130782,16.681473096319387,0.0
36,13.0,98.8,49.81,58.0,-0.36391274211370805,0.03055010634918934,-11.012839546131849,8.343308929697075,21.21
37,702.0,129.71,41.25,222.0,-0.4519792149806664,0.017013598091839575,-6.433558501361615,2.126121312142507,0.04
38,920.0,129.58,41.25,300.0,-0.4928951356757759,0.01855089990470985,-7.777924518392425,0.2670262560359246,0.14
39,441.0,71.15,59.78,121.0,-0.9026857671951051,0.015135797820350877,-0.4975891935062555,2.4905597798957726,49.05
40,632.0,43.54,77.0,22.0,-0.28326110111082015,0.010020451855248578,-6.840865653034275,7.629416087432582,76.9
41,353.0,107.89,47.09,1176.0,-0.39990157170307916,0.0009109643376342422,-1.9175567230336301,3.4309475753457264,12.15
42,335.0,189.83,28.77,114.0,-0.16964353264069,0.051209093911245014,-3.1158681504964445,7.424288218540932,0.0
43,746.0,148.47,36.88,78.0,-0.9997792977140848,0.020577016949935682,-7.4089557844684615,16.610869823796715,0.0
44,581.0,86.77,53.84,17.0,-0.2185096511685659,0.01569071399256692,-15.578700399057837,0.6014029530031301,33.41
45,598.0,101.87,48.88,328.0,-0.43394276683114985,0.006058348814759206,-4.129252349379769,15.35863845117676,18.23
46,413.0,113.99,45.41,251.0,-0.07428102552420468,0.028173033684300724,-19.79978521864617,17.92403385213623,6.03
47,557.0,109.04,46.5,479.0,-0.5827120749500989,0.036749498175075716,-1.9085532362601332,13.663330946671046,11.02
48,794.0,188.41,28.94,1145.0,-0.22631377837390632,0.005919425434060027,-17.079491972267636,3.0380250492074383,0.0
49,637.0,151.39,36.22,462.0,-0.5822628074381461,0.06134482393698238,-2.3567644977269575,1.475877230552805,0.0
50,686.0,75.51,58.06,237.0,-0.2852360438652771,0.043256906128900506,-12.536158195867367,1.3571225354947676,44.77
51,26.0,105.44,47.66,9.0,-0.4890361673727026,0.016438065597929378,-13.864886356529817,10.7366172815994,14.57
52,1027.0,159.61,34.53,1445.0,-0.2215358385624402,0.015926480791338248,-4.91929740956843,2.283403029786503,0.0
53,238.0,47.96,73.0,186.0,-0.5440982092130879,0.018714878059054727,-1.3113824895122983,2.9973545196612843,72.19
54,565.0,185.76,29.5,15.0,-0.9486907923941276,0.007688765952160839,-0.3090377721845922,24.59500942801674,0.0
55,162.0,95.28,50.75,653.0,-0.7178345475425563,0.02746706335594665,-14.587367026285657,0.07884113419013462,24.76
56,72.0,143.69,37.97,427.0,-0.5458146134100008,0.003273995001065458,-16.716185026561774,5.824951387121429,0.0
57,215.0,96.17,50.44,580.0,-0.17377255672657865,0.0033768225681230562,-2.3643238092418075,9.45680553578645,23.88
58,42.0,195.06,27.69,6.0,-0.7401917127376408,0.0028378547161175623,-0.1341459959869955,5.014476896153816,0.0
59,486.0,107.46,47.09,37.0,-0.04282485119864399,0.024333429452777677,-9.754460994591215,12.672303717274698,12.59
60,831.0,54.9,68.5,261.0,-0.7232703426262719,0.008238082866044156,-6.120106871622327,0.6140592247396505,65.59
61,524.0,127.44,41.75,290.0,-0.8623323798640382,0.02252781010599849,-0.8988560112178396,3.563991556069304,0.02
62,717.0,50.25,71.0,328.0,-0.15962949573051544,0.01677599362562877,-24.06031755977847,0.8942716969466563,70.21
63,733.0,110.18,46.22,24.0,-0.6893613462085001,0.003360513038611761,-1.8424595102714008,16.1558056402538,9.88
64,979.0,76.98,57.66,90.0,-0.7770954392795274,0.011004217311475753,-18.21098275433962,19.861433852199106,43.4
65,888.0,139.35,38.88,231.0,-0.8343475508046102,0.0007992865310515166,-17.8420065410423,24.425740527934956,0.0
66,670.0,140.33,38.66,4.0,-0.759939191576126,0.03572283234162372,-6.173105578878001,1.7178096595171457,0.0
67,218.0,150.45,36.44,196.0,-0.559137686189212,0.004671041394431299,-5.82089373563935,20.683937113240987,0.0
68,862.0,53.34,69.06,194.0,-0.8146247351003957,0.00957813130296725,-6.4130911862271835,3.530548053965697,67.19
69,418.0,126.03,42.0,139.0,-0.2962444989624724,0.016286843812577965,-0.12930541660934702,1.6585820890182756,0.02
70,787.0,192.87,28.22,386.0,-0.013942153364983167,0.022517008082026616,-6.556779605933345,11.133489120827177,0.0
71,620.0,81.32,55.69,143.0,-0.9935406588196748,0.01755612814367158,-6.120345791987313,1.6920222686243813,38.9
72,636.0,109.68,46.5,218.0,-0.8309171103478945,0.0251685087907118,-1.740969241688717,13.69491845537766,10.38
73,297.0,138.8,39.12,362.0,-0.8144422857142859,0.008366312502241452,-2.725928595333309,2.757488020049295,0.0
74,228.0,94.34,51.09,21.0,-0.5505598426847537,0.031989145285436886,-16.461314007897627,15.591270562493593,25.71
75,443.0,107.54,47.09,693.0,-0.7674266307566996,0.01032793407092542,-18.24554875143444,0.7344049348247755,12.51
76,834.0,83.28,54.94,67.0,-0.18277017371440307,0.07251321067815916,-1.4226656327106002,12.23987030198903,37.0
77,876.0,178.03,30.8,879.0,-0.3953166854851916,0.015519078392778074,-17.499773099608376,8.618009606063533,0.0
78,888.0,114.07,45.12,387.0,-0.7588529008085493,0.059097925860340655,-0.9772747811112158,0.45485351139133434,5.98
79,434.0,118.32,44.03,998.0,-0.2664172870593786,0.057201511227787584,-6.122396585276715,31.15175435563683,1.68
80,939.0,82.69,55.31,305.0,-0.23434941877623205,0.0006359136393653061,-0.30861333122730555,20.246266949185003,37.63
81,89.0,88.5,53.12,54.0,-0.6072594523513947,0.07601991100504336,-11.567877191019363,10.442486449497006,31.52
82,891.0,180.23,30.42,324.0,-0.43268417374734136,0.03650721159471481,-4.531764831921104,10.520873015477749,0.0
83,810.0,194.13,27.86,262.0,-0.2781390443669217,0.004563375096385684,-1.0886611033587474,6.598939922493083,0.0
84,384.0,169.26,32.53,279.0,-0.29235027128757174,0.015251465494913215,-0.18442389421543318,4.1621093578380925,0.0
85,753.0,68.58,61.12,151.0,-0.454928659812031,0.03856212933391849,-6.216562935272104,11.090556475333962,51.77
86,327.0,58.95,66.19,73.0,-0.0027648211909206966,0.018465475663212265,-13.748895611990088,2.6751920131477522,61.24
87,1051.0,187.76,29.11,90.0,-0.8183511654437982,0.013715761356121169,-5.150239914248788,8.741721233997804,0.0
88,806.0,153.25,35.81,1.0,-0.5609263306841867,0.012445879822962896,-15.189637890277321,38.83354867541334,0.0
89,1022.0,172.62,31.95,12.0,-0.9898757700358399,0.006748185392501302,-8.570242380618838,10.71157667422982,0.0
90,483.0,164.19,33.53,394.0,-0.9985110738541049,0.0015291883579294497,-18.762007579941816,3.6140934313684188,0.0
91,299.0,146.92,37.31,160.0,-0.12450804787336134,0.034233835054525395,-3.389448362275792,8.22397507422878,0.0
92,879.0,102.63,48.56,96.0,-0.9938821748862467,0.02899087302935859,-1.2223522541969123,7.416306174779633,17.51
93,802.0,192.55,28.22,568.0,-0.2838592800562111,0.03605985337817078,-4.750016552486147,10.331195652017549,0.0
94,456.0,79.32,56.47,945.0,-0.4001002014519155,0.003483452309220757,-6.663174295709693,29.53542911985006,40.85
95,786.0,115.32,44.84,338.0,-0.31840809871669995,0.03879680560915192,-17.760680146182068,14.275723767887603,4.71
96,826.0,161.35,34.12,51.0,-0.49271523692139085,0.012276603235690018,-1.1971507998414592,5.058478161671663,0.0
97,1006.0,110.84,46.22,227.0,-0.9130647070652135,0.012879304518453302,-5.290749517480196,1.9169326904779576,9.25
98,183.0,52.48,69.69,596.0,-0.7052604185672238,0.047711639800406776,-7.7764671935238985,0.02477181421309584,67.63
99,442.0,95.56,50.75,184.0,-0.963339003981455,0.023015514213340815,-12.26129106803032,8.999206006784831,24.54
100,89.0,198.49,27.16,493.0,-0.9409230266910312,0.009592946645828581,-2.824486089227607,3.2984219530968613,0.0
101,1010.0,126.07,42.0,430.0,-0.38402389706745466,0.007496363117571308,-0.9761881264705786,13.020213354800175,0.28
102,380.0,82.72,55.31,10.0,-0.7243705736527386,0.021176897550971487,-6.628548264261889,1.6133780521448458,37.41
103,482.0,85.8,54.19,1.0,-0.036914186489333645,0.04542621916492782,-2.881599440735442,22.45510263287589,34.35
104,406.0,75.1,58.06,227.0,-0.4698098787827606,0.0012426143852416925,-4.909198610652486,4.736942901492669,45.07
105,480.0,183.03,29.86,1.0,-0.8165154392258546,0.02141944117710735,-4.876670914172147,3.613215156817528,0.0
106,344.0,128.45,41.5,61.0,-0.6031225454658388,0.033345508065537814,-1.0505228263022461,9.579347876084947,0.0
107,751.0,69.17,60.66,171.0,-0.7949567907546962,0.06710197428094573,-5.476038744821968,22.517418611850502,51.17
108,958.0,170.27,32.34,641.0,-0.8179285408142425,0.019050254922560884,-4.964310584033685,1.8124445593047036,0.0
109,461.0,97.12,50.12,30.0,-0.5561714846072169,0.07291608768697098,-0.017055273817485,4.788959432273655,22.97
110,857.0,156.05,35.16,646.0,-0.698007892129349,0.0008725385066604296,-20.46100543324995,0.4533749395783398,0.0
111,660.0,190.18,28.58,147.0,-0.9370310900081226,0.011794906238749313,-13.218765639628652,23.648177497735666,0.0
112,944.0,76.29,57.66,80.0,-0.6598646590080988,0.05853421366253624,-22.20070943748949,4.111685933846446,44.09
113,68.0,117.11,44.31,558.0,-0.37124346928218654,0.014943138226814917,-26.37402015411551,8.151009701954639,2.89
114,37.0,123.93,42.75,376.0,-0.9848655114367701,0.012238177236641336,-7.772180035610081,12.02391521470994,0.0
115,564.0,88.39,53.12,391.0,-0.3987767164764231,0.018461297745007467,-2.8210209051954984,3.3170289503020647,31.77
116,48.0,65.44,62.56,192.0,-0.4427498414072746,0.04812889674567566,-7.66401783021936,0.06884993680925362,54.58
117,391.0,155.74,35.38,399.0,-0.5989109470876884,0.014997756851868002,-1.5077619495758494,17.117577904750462,0.0
118,1063.0,69.43,60.59,25.0,-0.5339255317014456,0.0011986248936551706,-7.868119680223667,13.662924325671025,51.06
119,42.0,149.54,36.66,133.0,-0.04884980943023087,0.0049172080984765665,-2.3666531815620018,22.38165618117488,0.0
120,590.0,170.49,32.34,4.0,-0.011163266465878063,0.013041621188666941,-5.904458230614438,8.388241067691718,0.0
121,950.0,188.58,28.94,285.0,-0.8233126685257327,0.01696656102707644,-1.1583442614550763,0.7301773476854753,0.0
122,165.0,182.44,30.05,260.0,-0.5550575447088775,0.02525494217637081,-4.1311687266962895,14.585962790767917,0.0
123,860.0,193.1,28.05,134.0,-0.8484096725222734,0.00663824945861747,-1.4314375746591426,5.928693214266307,0.0
124,199.0,128.48,41.5,1018.0,-0.7135556656472991,0.013404419687147185,-19.385698169676658,4.373044231147371,0.0
125,990.0,95.42,50.75,16.0,-0.2095600536715413,0.007338959561888231,-1.0336277035601056,12.00850936193188,24.8
126,852.0,120.8,43.53,185.0,-0.21336824574159663,0.018318144549576292,-20.998710147125625,3.3716904416947178,0.29
127,469.0,73.68,58.91,320.0,-0.32786223798974345,0.02181582700990083,-0.05738796710333196,0.5730492426579011,46.52
128,338.0,44.04,76.0,276.0,-0.2281703730889061,0.000997247358220132,-4.3889942334546665,7.542189691296055,76.2
129,608.0,139.41,38.88,135.0,-0.5330468879015935,0.007421434031781336,-3.3839496682305255,3.6148927153932324,0.0
130,353.0,124.93,42.5,137.0,-0.7027339237546031,0.007478030885943223,-2.599491458322339,4.636501345902695,0.02
131,742.0,57.55,66.75,21.0,-0.5023618525119554,0.016266594224755904,-0.7201031682548694,23.23476667201904,62.88
132,596.0,131.45,40.75,327.0,-0.84639072410025,0.011776734546447435,-3.1933963183829848,8.719719410293099,0.0
133,68.0,184.41,29.67,58.0,-0.35487528041492045,0.002785566896739466,-4.317132891923961,14.5467736265392,0.0
134,605.0,101.93,48.88,888.0,-0.10617174524854578,0.004469145792825621,-0.29607045167755563,4.490601200529847,18.17
135,102.0,184.85,29.67,280.0,-0.028915604692323238,0.00292674245064276,-40.506123138936026,2.258192253785654,0.0
136,639.0,47.27,73.0,120.0,-0.09941847393103898,0.016847930280679383,-11.314207194534976,14.409193928827255,73.15
137,329.0,120.93,43.53,135.0,-0.4908321175194046,0.004682828937248756,-11.82446838988528,3.9211490150554758,0.1
138,554.0,123.59,42.75,143.0,-0.3405552668208456,0.02874846948926246,-9.110691300935601,14.39582035103185,0.1
139,1043.0,182.61,30.05,110.0,-0.5584208831856199,0.03789269238039055,-0.47635940850475883,0.18948854501003468,0.0
140,483.0,108.69,46.78,535.0,-0.7040237044090959,0.0012456529202264437,-5.450791969195253,2.741332648465937,11.36
141,591.0,125.12,42.25,323.0,-0.19269822580512463,0.03542630654183681,-0.6073647872077488,19.351206302513013,0.08
142,908.0,100.02,49.19,501.0,-0.24793635098953726,0.061595413705384544,-37.94320398658969,27.156382746755586,20.15
143,976.0,66.89,62.06,572.0,-0.8361605317173935,0.011227159351165727,-5.564025994830994,10.390648255404688,53.58
144,481.0,137.4,39.34,533.0,-0.41335849381316925,0.034595603912255066,-1.9997321854157413,2.3046392109584724,0.0
145,974.0,176.54,31.19,35.0,-0.6159314980354351,0.052997849290602,-21.735029557669165,2.060969272396405,0.0
146,30.0,93.29,51.41,164.0,-0.544524342879417,0.03573861502008544,-4.499768069234487,20.623465338634556,26.72
147,363.0,199.99,26.98,3.0,-0.47149842196233915,0.010739108081435295,-0.06621842015780309,0.5869100644405979,0.0
148,338.0,121.34,43.25,602.0,-0.7704865320221685,0.034755041946184576,-8.852859782252494,5.213638228147412,0.09
149,615.0,74.88,58.5,500.0,-0.45874212714279683,0.018121810903554948,-1.1167629404760797,15.222643672649408,45.37
150,966.0,60.31,65.06,118.0,-0.7563845041433613,0.002340980939507425,-1.799018882078979,0.8058991823181171,60.22
151,509.0,161.91,34.12,493.0,-0.08126089090337618,0.02049622273318443,-3.8038879983674403,3.384575273375815,0.0
152,826.0,175.24,31.38,46.0,-0.7243590144336829,0.006742891795442626,-6.840604603769757,15.308817221882306,0.0
153,150.0,98.58,49.81,3.0,-0.5463820389925236,0.014825302663219733,-0.8864499710366787,16.39817140308131,21.45
154,762.0,50.49,71.0,99.0,-0.8144689523533,0.02582635257023916,-1.2559005530227407,7.0775455856809,69.99
155,434.0,172.43,31.95,158.0,-0.8873231720629954,0.008673923723931812,-4.913871397263621,0.08754999058880165,0.0
156,899.0,55.75,67.88,241.0,-0.6127874495296375,0.019192058962551828,-4.37677638739713,14.788849294208742,64.78
157,331.0,122.44,43.0,264.0,-0.19380736317518454,0.07756495237995571,-1.8758361553375023,39.43889767889216,0.07
158,1003.0,152.28,36.0,287.0,-0.767930957997433,0.0208020392630963,-4.27244912362265,8.181172306545761,0.0
159,934.0,85.31,54.19,39.0,-0.2569212327703879,0.02705375958698389,-16.670668547606322,14.23861700140429,34.98
160,594.0,93.58,51.41,169.0,-0.7174708322566323,0.06181573681131215,-2.9553834168937536,0.03490709551248942,26.56
161,1014.0,173.64,31.75,141.0,-0.47857496533003985,0.0021137576354891747,-9.844331020519187,1.081457128192677,0.0
162,244.0,180.91,30.42,139.0,-0.00947448187315647,0.050614104638296825,-1.867698708026676,0.05552938387088715,0.0
163,736.0,196.94,27.52,586.0,-0.48721627126669187,0.025818485673735674,-8.41921560214693,8.263797168579298,0.0
164,1031.0,77.61,57.25,66.0,-0.7164294590792823,0.07245268982279066,-8.837943680185768,13.386185181032237,42.79
165,178.0,61.73,64.56,254.0,-0.6034944228979969,0.015854621313099608,-1.9089301771697818,5.158626833277987,58.36
166,305.0,70.76,60.22,110.0,-0.48762787178591205,0.03587438109178778,-0.6948086019599875,10.262847164392124,49.38
167,726.0,63.43,63.53,1000.0,-0.8293530373425689,0.05816612151782055,-2.2459964810190294,1.6862158893369146,56.95
168,709.0,177.76,30.98,164.0,-0.2937996943079242,0.0055290788358431245,-2.8221059707910454,5.641566082169294,0.0
169,84.0,57.14,66.75,341.0,-0.3023369277388883,0.030688909616761066,-7.773464411774391,11.565507543534924,62.91
170,625.0,54.47,68.5,179.0,-0.005224491704530654,0.014294553826106868,-4.70497907516604,2.5231421293669527,65.9
171,637.0,121.78,43.25,118.0,-0.6228311730324826,0.011037439702808393,-18.978272040225484,2.712514405284805,0.14
172,795.0,161.07,34.12,589.0,-0.06902852502937717,0.021944590121373637,-1.0202801627050626,7.004614720020534,0.0
173,1085.0,101.27,44.16,193.0,-0.6171923368367415,0.001913334659733499,-5.023571479724558,27.518843067178597,18.91
174,143.0,195.75,27.69,139.0,-0.4828144568404271,0.0039007066138355266,-3.1686679066005334,15.614278760487812,0.0
175,808.0,195.8,27.69,10.0,-0.38659299753607457,0.01480197501462292,-7.109856828926198,11.817872151752077,0.0
176,487.0,51.42,70.31,115.0,-0.5249263470717153,0.003393847689841448,-3.4166248679938955,0.8596078802550964,68.89
177,397.0,167.0,32.94,290.0,-0.799641046394055,0.05512094437089627,-10.932587678381525,3.1231328186143794,0.0
178,109.0,42.02,78.0,389.0,-0.6908761548159879,0.0425464476796388,-6.613890922248869,7.92996537642068,78.06
179,200.0,135.49,39.81,48.0,-0.518266071534981,0.04717184860567725,-4.359816043404274,13.67293185279941,0.0
180,152.0,149.0,36.88,182.0,-0.3923238445863556,0.05214105240594937,-5.50402185431305,7.434421215265176,0.0
181,153.0,85.15,54.19,137.0,-0.6503723752287653,0.005273824584433225,-0.7521712337043158,0.37521679273230885,34.9
182,240.0,150.7,36.44,325.0,-0.381606923404324,0.05369580620373473,-7.794941413116073,1.992541498956127,0.0
183,669.0,45.26,75.0,269.0,-0.857903390596974,0.024712355098906034,-2.1367253714761496,8.729600442135496,75.2
184,67.0,142.54,38.22,182.0,-0.35492001229961134,0.014265870545297599,-4.759283836310129,0.81580536835082,0.0
185,514.0,198.23,27.16,1282.0,-0.8161582029811429,0.022219736721026607,-1.0029441867445954,15.786932163170508,0.0
186,357.0,180.53,30.42,218.0,-0.858975155449538,0.0508508201085499,-23.286170512629926,17.592903872227115,0.0
187,87.0,106.19,47.38,139.0,-0.7051528671937208,0.04031946050472392,-26.75031651244395,27.03042680424913,13.82
188,773.0,66.68,62.06,71.0,-0.4589026583747883,0.009245004556826685,-3.8723373669006036,5.479550304248797,53.7
189,178.0,196.07,27.52,207.0,-0.9114309199543407,0.01660077883079114,-10.729181775378587,1.4808368575221944,0.0
190,631.0,139.78,38.88,376.0,-0.6365159378393626,0.00509630667889384,-20.66246290348923,40.64151150020654,0.0
191,493.0,162.66,33.94,179.0,-0.11961051170683168,0.06034794281169817,-2.073765777329911,19.081573204206112,0.0
192,485.0,55.74,67.88,694.0,-0.6008268096908855,0.006845550747826782,-1.1348515427119894,10.117428654470222,64.55
193,595.0,86.15,53.84,453.0,-0.4640285903595178,0.00265381841357127,-1.4515593186337734,9.010492471383452,34.04
194,416.0,75.68,58.06,33.0,-0.6091056204543875,0.027709617949595287,-4.019972658792987,2.4344077336312817,44.48
195,872.0,158.3,34.75,38.0,-0.46562428387470234,0.055832312766238235,-0.5041516107320686,1.61054732242486,0.0
196,70.0,55.17,67.88,139.0,-0.20450208295376082,0.0037829772446234967,-3.5102176737750597,8.011129725462514,64.87
197,804.0,69.12,60.66,161.0,-0.38048404264097146,0.003414248705470043,-15.392808259740562,41.31959283729176,51.26
198,614.0,81.4,55.69,18.0,-0.18340241795574197,0.057534740573269606,-6.541691773089545,25.070703961828556,38.82
199,699.0,185.7,29.5,384.0,-0.6141809126018831,0.009356013151473155,-1.8519667424931379,15.929121999630212,0.0
200,408.0,133.83,40.28,185.0,-0.3102327967757448,0.011789004874187855,-4.473995884348261,3.694419244068284,0.0
201,703.0,106.65,47.38,647.0,-0.7247121426273769,0.055680304059642756,-6.238649244371075,9.284177702319719,13.44
202,215.0,42.36,78.0,72.0,-0.2884580502569689,0.0048343135193910135,-1.2335502251754749,16.229444338300095,77.79
203,672.0,60.57,65.06,64.0,-0.5705973242208885,0.02778873427297472,-0.3643086285664674,23.3811419596475,59.79
204,438.0,125.62,42.25,487.0,-0.4738815147847304,0.02004196596300055,-10.336274795087451,2.1512033699687394,0.03
205,366.0,166.8,33.12,81.0,-0.041701659514397305,0.06371133742315968,-3.351716509088801,20.88365788027874,0.0
206,477.0,141.78,38.44,445.0,-0.734681159246295,0.05091944284688844,-8.36131943546191,0.29183903079689033,0.0
207,556.0,52.36,69.69,143.0,-0.3300393449283746,0.0347548556869774,-1.5118160126115898,14.366437272549843,67.98
208,85.0,68.55,61.12,117.0,-0.9889718114264194,0.03942786264870658,-0.10309943546448318,1.8513503022099829,51.49
209,931.0,176.45,31.19,257.0,-0.5554473134424915,0.037380571302882,-25.914730204045163,0.7727905264469466,0.0
210,985.0,167.68,32.94,1331.0,-0.9854435772503323,0.025686244565484642,-2.5256719402914025,17.675454376860973,0.0
211,146.0,76.35,57.66,53.0,-0.7313694684798987,0.0027659893593974024,-5.358245123977697,3.2467003736597877,43.71
212,448.0,94.35,51.09,31.0,-0.36256445693437256,0.0021246429537767355,-1.0532757382810172,12.266787023782735,25.76
213,1054.0,171.59,32.12,158.0,-0.028355163362337787,0.07037135859168636,-3.72823152884152,11.526098054823803,0.0
214,522.0,64.36,63.03,207.0,-0.21294526345995068,0.019290650927134324,-3.114714164304192,4.342401774212709,55.9
215,324.0,131.38,40.75,333.0,-0.5484513211438721,0.022613006733187734,-3.087721032854147,4.934790492812448,0.0
216,719.0,161.73,34.12,5.0,-0.6348077162463248,0.09060319851133494,-2.2719714240292594,3.286163288159116,0.0
217,907.0,197.63,27.33,37.0,-0.6763677562582443,0.006660135315231529,-18.240103654148133,3.673960937868031,0.0
218,114.0,186.02,29.31,249.0,-0.6768934726186341,0.06137591233303133,-3.467015088214571,4.719880665352753,0.0
219,201.0,177.66,30.98,44.0,-0.6250274296215458,0.006754187581298852,-5.415435718482542,1.3608995763287213,0.0
220,665.0,115.3,44.84,32.0,-0.5292695739346733,0.06383203674018043,-2.6323457459727213,23.94558295949813,4.73
221,896.0,41.87,79.0,56.0,-0.6593266078903699,0.06607813959466945,-12.381344346474357,5.039736046332553,78.77
222,278.0,50.24,71.0,821.0,-0.08389504859227215,0.06538921752733687,-16.43754222239597,13.211035229778366,69.94
223,464.0,163.24,33.72,6.0,-0.5778226565404918,0.004787293453409964,-5.066406112596941,15.917378381838052,0.0
224,441.0,117.09,44.31,31.0,-0.12245914220141696,0.04046942876377665,-3.5117189965918927,13.406859297839375,2.92
225,665.0,128.2,41.5,366.0,-0.38729170817501524,0.029067618563163606,-0.8002641776912459,4.47862450192651,0.05
226,227.0,115.3,44.84,493.0,-0.38910987504107497,0.016543913600480162,-1.0092059445507784,0.042174401497497564,4.71
227,576.0,44.78,76.0,192.0,-0.7261509414966106,0.04082570542429381,-0.5681996598956551,13.647569930181742,75.61
228,599.0,120.84,43.53,262.0,-0.33753512613738945,0.054441799536105895,-9.553152269307875,4.862127539595774,0.15
229,668.0,177.35,30.98,39.0,-0.1598812628815619,0.03865973025143828,-9.274466037354852,3.42817591133815,0.0
230,367.0,120.41,43.53,86.0,-0.03231808044569595,0.028271250661388025,-17.684945432459273,2.459834549157983,0.12
231,1011.0,190.73,28.58,295.0,-0.9904052954436094,0.013778951322523233,-11.531799924136386,1.3992646834965485,0.0
232,681.0,183.26,29.86,46.0,-0.5398138550208099,0.030710912421418272,-1.4652907971234794,10.848536958562539,0.0
233,176.0,171.49,32.16,233.0,-0.7677183413339003,0.012248427047417286,-4.930819694737461,1.4343005417720647,0.0
234,131.0,86.72,53.84,898.0,-0.35336953666272786,0.009170900524209394,-0.3495094135264648,14.454149640527312,33.32
235,410.0,66.79,62.06,314.0,-0.7114053501640508,0.012369724695826206,-16.074697203821945,7.132079130627654,53.41
